Author,Title,Abstract
"Omer Mohamed A, Laster Steven B, Amin Amit, Main Michael L",Contrast-Enhanced Echocardiographic Evaluation of a Giant Saphenous Vein Graft Aneurysm.,"A 61-year-old man presented with unstable angina 16 years after undergoing coronary artery bypass grafting with a left internal mammary artery graft to the left anterior descending coronary artery and a sequential saphenous vein graft (SVG) to the right coronary artery and an obtuse marginal branch. Transthoracic echocardiography (TTE) with a Philips iE33 machine and an S5 transducer revealed a 5.3 cm × 4.6 cm mass with a central echolucent area, surrounded by a peripheral zone of increased echodensity adjacent to, and partially compressing, the right atrium. Contrast echocardiography following an intravenous bolus injection of Definity revealed late appearance of contrast within the mass consistent with a giant SVG aneurysm. Coronary artery bypass graft angiography revealed a giant aneurysm in the SVG proximal to the RCA anastomosis; the distal limb of the graft to the obtuse marginal branch was occluded. Under intravascular ultrasound guidance, a 7-mm spider filter was placed in the distal graft; then, a 6 mm × 10 cm Viabahn self-expanding nitinol polyethylene terephthalate-covered stent was deployed in the SVG with good seal zones proximally and distally. A follow-up contrast-enhanced transthoracic echocardiogram 1 day postprocedure revealed partial thrombosis of the aneurysm cavity. Ultrasound contrast did not appear in the aneurysm following intravenous injection, consistent with complete exclusion from the systemic circulation. This is the first report demonstrating feasibility of contrast-enhanced transthoracic echocardiography for the diagnosis of SVG aneurysm and confirming procedural success by documenting exclusion from the systemic circulation following intervention."
"Pouraghaei Mahboob, Shams Vahdati Samad, Mashhadi Ibrahim, Mahmoudieh Taranoom",Periumbilical Pain with Radiation to Both Legs Following Tarantula Bite; a Case Report.,"Tarantulas have recently become as pets in most parts of the world that increased the probability of encountering emergency physicians with patients hurt with these spiders. Their attacks usually do not cause general manifestation, however there are some case reports in this regard. Here, a 40-year-old man was reported who was referred to the emergency department with severe periumbilical pain that radiated to both legs and diagnosed as a victim of tarantula bite. Such symptoms usually are belonging to other spiders like Black Widow spider, but it seems that tarantula can mimic them in some cases, too."
"Doblhofer Elena, Heidebrecht Aniela, Scheibel Thomas",To spin or not to spin: spider silk fibers and more.,"Spider silk fibers have a sophisticated hierarchical structure composed of proteins with highly repetitive sequences. Their extraordinary mechanical properties, defined by a unique combination of strength and extensibility, are superior to most man-made fibers. Therefore, spider silk has fascinated mankind for thousands of years. However, due to their aggressive territorial behavior, farming of spiders is not feasible on a large scale. For this reason, biotechnological approaches were recently developed for the production of recombinant spider silk proteins. These recombinant proteins can be assembled into a variety of morphologies with a great range of properties for technical and medical applications. Here, the different approaches of biotechnological production and the advances in material processing toward various applications will be reviewed."
"Bush Sean P, Davy J Veeran",Troponin elevation after black widow spider envenomation.,"Black widow spider envenomation generally results in self-limiting pain that can be treated in the emergency department (ED) with analgesics and benzodiazepines, usually with no further intervention. Occasionally, a patient has to be admitted or treated with antivenom for refractory pain or a venom-induced complication. We present the case of an 84-year-old man who presented to our ED with chest pain and dyspnea after being bitten on the foot by a western black widow spider (Lactrodectus hesperus). His initial cardiac troponin I (cTnI) was elevated at 0.07 ng/ml and continued to rise to a peak of 0.17 ng/ml. He also had rhabdomyolysis, another uncommon complication of black widow envenomation. An elevated cTnI generally signifies myocardial injury and is rarely seen after black widow envenomation. We discuss the possible etiologies for an elevated cardiac biomarker, in this context, and review potentially serious complications of widow spider envenomation presenting with chest symptoms and an elevated cardiac biomarker."
"Burfeind Sean M, Chimera Nicole",Randomized Control Trial Investigating the Effects of Kinesiology Tape on Shoulder Proprioception.,"Athletes participating in upper-extremity-dominant sports such as softball and volleyball are at increased risk for glenohumeral-joint pain and injury. For these athletes, an integral part of many injury-prevention and -rehabilitation programs includes improving joint proprioception. One way to measure joint proprioception is through the reproduction of joint angles, or joint-reposition sense (JRS). Kinesiology tape is purported to enhance neuromuscular feedback; therefore, it may influence JRS. However, conflicting findings and the lack of research in the upper extremity warrant further investigation."
"Gawrońska H, Bakera B",Phytoremediation of particulate matter from indoor air by ,"Higher plants, including spider plants, are able to take up and degrade/detoxify various pollutants in the air. Although nearly 120 plant species have been tested for indoor air phytoremediation, to the best of the authors' knowledge, data on particulate matter (PM) phytoremediation from indoor air are not yet available in literature. This work determined the ability of spider plants to take up PM, one of the most harmful pollutants to man, in the indoor air of five rooms housing different activities (a dental clinic, a perfume-bottling room, a suburban house, an apartment and an office). It was found that spider plants accumulate PM of both categories (water washable and trapped in waxes) and in all three size fractions determined and that the amount differed depending on the type of activity taking place in the particular rooms ranging from 13.62 to 19.79 μg/cm"
"Guéguen Nicolas, Silone Fabien, David Mathieu, Pascual Alexandre","THE EFFECT OF THE ""EVOKING FREEDOM"" TECHNIQUE ON AN UNUSUAL AND DISTURBING REQUEST.","The ""evoking freedom"" technique consists in soliciting someone to comply with a request by simply saying that she is free to accept or to refuse the request. However, previous studies used low cost requests. The present study examined the magnitude of this technique associated with a more disturbing and costly request. Sixty men and 60 women aged approximately 20-25 years walking in the street were asked by a male confederate to hold a closed transparent box containing a live trap-door spider while he went into the post office to pick up a package. In the evoking freedom condition, the confederate added in his request that the participant was ""free to accept or to refuse."" More compliance occurred in the ""evoking freedom"" condition (53.3%) than in the control condition (36.7%). These results confirm the robustness and the magnitude of the evoking freedom technique on compliance and show that this technique remained effective even when the request was psychologically costly to perform and was associated with fear."
"Geng Xiaokun, Hussain Mohammed, Du Huishan, Zhao Liang, Chen Jian, Su Wei, Ma Linlin, Gao Zongen, Ding Yuchuan, Ji Xunming",Comparison of self-expanding stents with distal embolic protection to balloon-expandable stents without a protection device in the treatment of symptomatic vertebral artery origin stenosis: a prospective randomized trial.,To compare the angiographic and clinical outcomes of self-expanding stents (SES) with distal embolic protection devices (EPD) vs balloon-expandable stents (BES) without EPD in the treatment of symptomatic atherosclerotic vertebral artery ostial stenosis (VAOS).
"Barber Asa H, Lu Dun, Pugno Nicola M",Extreme strength observed in limpet teeth.,"The teeth of limpets exploit distinctive composite nanostructures consisting of high volume fractions of reinforcing goethite nanofibres within a softer protein phase to provide mechanical integrity when rasping over rock surfaces during feeding. The tensile strength of discrete volumes of limpet tooth material measured using in situ atomic force microscopy was found to range from 3.0 to 6.5 GPa and was independent of sample size. These observations highlight an absolute material tensile strength that is the highest recorded for a biological material, outperforming the high strength of spider silk currently considered to be the strongest natural material, and approaching values comparable to those of the strongest man-made fibres. This considerable tensile strength of limpet teeth is attributed to a high mineral volume fraction of reinforcing goethite nanofibres with diameters below a defect-controlled critical size, suggesting that natural design in limpet teeth is optimized towards theoretical strength limits."
"Sulikowski Danielle, Burke Darren",Threat is in the sex of the beholder: men find weapons faster than do women.,"In visual displays, people locate potentially threatening stimuli, such as snakes, spiders, and weapons, more quickly than similar benign stimuli, such as beetles and gadgets. Such biases are likely adaptive, facilitating fast responses to potential threats. Currently, and historically, men have engaged in more weapons-related activities (fighting and hunting) than women. If biases of visual attention for weapons result from selection pressures related to these activities, then we would predict such biases to be stronger in men than in women. The current study reports the results of two visual search experiments, in which men showed a stronger bias of attention toward guns and knives than did women, whether the weapons were depicted wielded or not. When the weapons were depicted wielded, both sexes searched for them with more caution than when they were not. Neither of these effects extended reliably to syringes, a non-weapon-yet potentially threatening-object. The findings are discussed with respect to the ""weapons effect"" and social coercion theory."
"Van Strien Jan W, Franken Ingmar H A, Huijding Jorg","Testing the snake-detection hypothesis: larger early posterior negativity in humans to pictures of snakes than to pictures of other reptiles, spiders and slugs.","According to the snake detection hypothesis (Isbell, 2006), fear specifically of snakes may have pushed evolutionary changes in the primate visual system allowing pre-attentional visual detection of fearful stimuli. A previous study demonstrated that snake pictures, when compared to spiders or bird pictures, draw more early attention as reflected by larger early posterior negativity (EPN). Here we report two studies that further tested the snake detection hypothesis. In Study 1, we tested whether the enlarged EPN is specific for snakes or also generalizes to other reptiles. Twenty-four healthy, non-phobic women watched the random rapid serial presentation of snake, crocodile, and turtle pictures. The EPN was scored as the mean activity at occipital electrodes (PO3, O1, Oz, PO4, O2) in the 225-300 ms time window after picture onset. The EPN was significantly larger for snake pictures than for pictures of the other reptiles. In Study 2, we tested whether disgust plays a role in the modulation of the EPN and whether preferential processing of snakes also can be found in men. 12 men and 12 women watched snake, spider, and slug pictures. Both men and women exhibited the largest EPN amplitudes to snake pictures, intermediate amplitudes to spider pictures and the smallest amplitudes to slug pictures. Disgust ratings were not associated with EPN amplitudes. The results replicate previous findings and suggest that ancestral priorities modulate the early capture of visual attention."
Madea Burkhard,[Cranial CT as basis for reconstruction of events and identification of a weapon].,"Radiological findings, especially CT scans, are of great importance in the reconstruction of events and may also be helpful to identify the weapon used. This is illustrated by a briefly survived craniocerebral trauma whose origin was controversially discussed. A 51-year-old man had suffered a severe craniocerebral trauma in a robbery. The CT scans revealed fractures of the left parietal region, among them a spider's web fracture, on the cause of which opinions differed (fall or blow). It was also unclear which of the three confiscated objects (empty wine bottle, bending iron, wooden hammer) was used for the assault. Evaluation of the CT findings showed that at least two blows had obviously been inflicted to the cranial skull. Apart from several injuries of the scalp due to blows, the typical combination of findings in the occipital region and contre-coup lesions suggested that the head had also hit the ground due to a fall. The soft tissue injuries may have been caused by all the three confiscated objects. The bony injuries were most probably caused by the bending iron, whereas the wooden hammer and the wine bottle could be ruled out as the causative weapon or were at least highly improbable."
"Spiliopoulos Stavros, Theodosiadou Vasiliki, Koukounas Vasilios, Katsanos Konstantinos, Diamantopoulos Athanasios, Kitrou Panagiotis, Ravazoula Panagiota, Siablis Dimitris, Karnabatidis Dimitris",Distal macro- and microembolization during subintimal recanalization of femoropopliteal chronic total occlusions.,To investigate the phenomenon of distal embolization during subintimal angioplasty with or without stenting of femoropopliteal chronic total occlusions (CTOs).
"Lim Kok Haw Jonathan, Howard Mark, Jackson Neil, Verma Sumita",Older men with unexplained hepatitis.,"A 59-year-old Caucasian man presented with painless jaundice for 6 weeks. He drank 70 units of alcohol per week. Examination revealed jaundice, spider angiomata and a 3 cm firm hepatomegaly. Initial bloods: bilirubin 152 µmol/L, alanine aminotransferase 1484 IU/L, alkaline phosphatase 130 IU/L, γ-glutamyl-transpeptidase 1224 IU/L and International Normalised Ratio 1.1. A standard liver screen was normal, and an abdominal ultrasound/CT scan suggested cirrhosis, confirmed by liver biopsy on day 5. Hepatitis E virus (HEV) serology on day 6 indicated acute infection. He developed severe hepatic decompensation characterised by worsening jaundice, ascites and variceal bleeding. On day 33 ribavirin 600 mg was initiated though discontinued after 2 weeks on receipt of a negative HEV RNA. At the last follow-up he had recovered, and remains abstinent from alcohol. We describe a case of autochthonously (locally) acquired HEV infection with life-threatening hepatic decompensation in the presence of undiagnosed alcohol-related cirrhosis."
"Kelly D J, White C, Richardson G",Noninfarct related artery embolic protection during primary PCI.,A 66-year old man presented with antero-lateral STEMI. An ulcerated plaque and thrombus were seen in the proximal LAD. We were unable to pass a thrombectomy catheter down the LAD. To avoid embolisation of debris a Spider FX distal protection device was placed into the circumflex artery. Following stent implantation the patient developed chest pain with inferolateral ST depression. Thrombus was extracted from the circumflex artery within the distal protection device. Noninfract related artery distal protection during primary PCI may be an appropriate safeguard where thrombectomy is not possible in an infarct-related left coronary branch.
"Anwar Siddiq, Torosyan Rafael, Ginsberg Charles, Liapis Helen, Morrison Aubrey R",Clinicopathological course of acute kidney injury following brown recluse (Loxoscles reclusa) envenomation.,"We report a case of severe systemic loxoscelism in a previously healthy young man. This was associated with a Coombs-positive hemolytic anemia, striking leukomid reaction, renal failure, respiratory failure and cardiovascular collapse. This is the first documented case of a renal biopsy in a patient with renal failure after envenomation by the brown recluse spider. Associated systemic toxicity usually resolves but requires prompt recognition and supportive care in an intensive care setting. We also discuss the potential mechanism by which the venom of this small spider can lead to multiorgan failure and possibly death."
"Padma S, Palaniswamy Shanmuga Sundaram, Gandhi Sunny, Babu K Sanjay",Hepatorenal cutaneous syndrome demonstrated by 99mTc macro aggregated albumin whole-body scintigraphy.,"Hepatopulmonary syndrome, also known as hepatorenal syndrome, is a triad of liver disease, impaired oxygenation, and intrapulmonary vascular abnormalities. Forty-seven percent of patients with end-stage liver disease may have hepatopulmonary syndrome, an independent predictor of poor prognosis. Gross dilatation of pulmonary precapillary and capillary vessels, as well as an absolute increase in the number of dilated vessels, is the classic pathological description. We report a young man with cirrhosis demonstrating extrapulmonary shunting of 99mTc-MAA to kidneys with extensive peripheral arteriovenous (cutaneous) vasodilation, which we prefer to name as the ""mosaic sign"" in the absence of spider nevi or erythema."
"Bush R, Bush P",Percutaneous foam sclerotherapy for venous leg ulcers.,"The technique of foam sclerotherapy directed at the distal most vessels, draining the ulcer bed was first described in 2010, with excellent penetration into the underlying venous network possible with this technique. Thirty-five patients have now been treated with this technique as the initial treatment at Midwest Vein Laser, USA. There have been no complications with this technique and rapid healing occurred within 4-8 weeks after the initial treatment in 90% of the patients, and all ulcers were healed at 4 months. Here we present the representative case of a 67-year-old man treated with a modified technique that used a percutaneous approach via reticular or spider veins at the margin of the ulcer bed."
"Park J J, Yeo J M, Hayes P","A curious case of unilateral spider nevi, cirrhosis and stroke: unilateral nevoid telangiectasia syndrome.","A 55-year-old Caucasian man presented with unilateral right facial spider nevi. Relevant medical history included a right-sided cerebrovascular accident (CVA) in 1997 and decompensated alcoholic liver disease, diagnosed in 2007. The literature describes approximately 100 cases of unilateral spider nevi associated with different aetiologies, grouped under 'unilateral nevoid telangiectasia syndrome' (UNTS). This is a rare presentation of a commonly observed sign in clinical practice. This case offers an opportunity to explore the origins of spider nevi and highlights the benefit of sharing knowledge in order to help elucidate the potential mechanisms underlying common signs."
"Topping Christopher John, Kjaer Lene Jung, Hommen Udo, Høye Toke Thomas, Preuss Thomas G, Sibly Richard M, van Vliet Peter",Recovery based on plot experiments is a poor predictor of landscape-level population impacts of agricultural pesticides.,"Current European Union regulatory risk assessment allows application of pesticides provided that recovery of nontarget arthropods in-crop occurs within a year. Despite the long-established theory of source-sink dynamics, risk assessment ignores depletion of surrounding populations and typical field trials are restricted to plot-scale experiments. In the present study, the authors used agent-based modeling of 2 contrasting invertebrates, a spider and a beetle, to assess how the area of pesticide application and environmental half-life affect the assessment of recovery at the plot scale and impact the population at the landscape scale. Small-scale plot experiments were simulated for pesticides with different application rates and environmental half-lives. The same pesticides were then evaluated at the landscape scale (10 km × 10 km) assuming continuous year-on-year usage. The authors' results show that recovery time estimated from plot experiments is a poor indicator of long-term population impact at the landscape level and that the spatial scale of pesticide application strongly determines population-level impact. This raises serious doubts as to the utility of plot-recovery experiments in pesticide regulatory risk assessment for population-level protection. Predictions from the model are supported by empirical evidence from a series of studies carried out in the decade starting in 1988. The issues raised then can now be addressed using simulation. Prediction of impacts at landscape scales should be more widely used in assessing the risks posed by environmental stressors."
"Lopes Priscila Hess, Bertani Rogério, Gonçalves-de-Andrade Rute M, Nagahama Roberto H, van den Berg Carmen W, Tambourgi Denise V","Venom of the Brazilian spider Sicarius ornatus (Araneae, Sicariidae) contains active sphingomyelinase D: potential for toxicity after envenomation.","The spider family Sicariidae includes two genera, Sicarius and Loxosceles. Bites by Sicarius are uncommon in humans and, in Brazil, a single report is known of a 17-year old man bitten by a Sicarius species that developed a necrotic lesion similar to that caused by Loxosceles. Envenomation by Loxosceles spiders can result in dermonecrosis and severe ulceration. Sicarius and Loxosceles spider venoms share a common characteristic, i.e., the presence of Sphingomyelinases D (SMase D). We have previously shown that Loxosceles SMase D is the enzyme responsible for the main pathological effects of the venom. Recently, it was demonstrated that Sicarius species from Africa, like Loxosceles spiders from the Americas, present high venom SMase D activity. However, despite the presence of SMase D like proteins in venoms of several New World Sicarius species, they had reduced or no detectable SMase D activity. In order to contribute to a better understanding about the toxicity of New World Sicarius venoms, the aim of this study was to characterize the toxic properties of male and female venoms from the Brazilian Sicarius ornatus spider and compare these with venoms from Loxosceles species of medical importance in Brazil."
"Baatiema Leonard, Skovdal Morten, Rifkin Susan, Campbell Catherine",Assessing participation in a community-based health planning and services programme in Ghana.,Community participation is increasingly seen as a pre-requisite for successful health service uptake. It is notoriously difficult to assess participation and little has been done to advance tools for the assessment of community participation. In this paper we illustrate an approach that combines a 'social psychology of participation' (theory) with 'spider-grams' (method) to assess participation and apply it to a Community-based Health Planning and Services (CHPS) programme in rural Ghana.
"Lenci Stefano, Rega Giuseppe, Ruzziconi Laura",The dynamical integrity concept for interpreting/ predicting experimental behaviour: from macro- to nano-mechanics.,"The dynamical integrity, a new concept proposed by J.M.T. Thompson, and developed by the authors, is used to interpret experimental results. After reviewing the main issues involved in this analysis, including the proposal of a new integrity measure able to capture in an easy way the safe part of basins, attention is dedicated to two experiments, a rotating pendulum and a micro-electro-mechanical system, where the theoretical predictions are not fulfilled. These mechanical systems, the former at the macro-scale and the latter at the micro-scale, permit a comparative analysis of different mechanical and dynamical behaviours. The fact that in both cases the dynamical integrity permits one to justify the difference between experimental and theoretical results, which is the main achievement of this paper, shows the effectiveness of this new approach and suggests its use in practical situations. The men of experiment are like the ant, they only collect and use; the reasoners resemble spiders, who make cobwebs out of their own substance. But the bee takes the middle course: it gathers its material from the flowers of the garden and field, but transforms and digests it by a power of its own. Not unlike this is the true business of philosophy (science); for it neither relies solely or chiefly on the powers of the mind, nor does it take the matter which it gathers from natural history and mechanical experiments and lay up in the memory whole, as it finds it, but lays it up in the understanding altered and digested. Therefore, from a closer and purer league between these two faculties, the experimental and the rational (such as has never been made), much may be hoped. (Francis Bacon 1561-1626) But are we sure of our observational facts? Scientific men are rather fond of saying pontifically that one ought to be quite sure of one's observational facts before embarking on theory. Fortunately those who give this advice do not practice what they preach. Observation and theory get on best when they are mixed together, both helping one another in the pursuit of truth. It is a good rule not to put overmuch confidence in a theory until it has been confirmed by observation. I hope I shall not shock the experimental physicists too much if I add that it is also a good rule not to put overmuch confidence in the observational results that are put forward until they have been confirmed by theory. (Arthur Stanley Eddington 1882-1944)."
"Wainwright Dylan K, Kleinteich Thomas, Kleinteich Anja, Gorb Stanislav N, Summers Adam P",Stick tight: suction adhesion on irregular surfaces in the northern clingfish.,"The northern clingfish, Gobiesox maeandricus, is able to adhere to slippery, fouled and irregular surfaces in the marine intertidal environment. We have found that the fish can adhere equally well to surfaces with a broad range of surface roughness, from the finest sandpaper (R(a) = 15 µm) to textures suitable for removing finish from flooring (R(a) = 269 µm). The fishes outperform man-made suction cups, which only adhere to the smoothest surfaces. The adhesive forces of clingfish correspond to pressures 0.2-0.5 atm below ambient and are 80-230 times the body weight of the fish. The tenacity appears related to hierarchically structured microvilli around the edges of the adhesive disc that are similar in size and aspect ratio to the setae found on the feet of geckoes, spiders and insects. This points to a possible biomimetic solution to the problem of reversibly adhering to irregular, submerged surfaces."
